stock_code,firm_name,industry,year,cnt_人工智能,cnt_大数据,cnt_云计算,cnt_区块链,cnt_数字技术应用,digital_total,n_tokens,digital_ratio,Digital
DEMO048,演示DEMO048股份有限公司,批发零售,2021,1,2,0,3,4,10,201,0.04975124378109453,2.3978952727983707
DEMO048,演示DEMO048股份有限公司,批发零售,2022,2,3,3,3,4,15,228,0.06578947368421052,2.772588722239781
DEMO048,演示DEMO048股份有限公司,批发零售,2023,1,0,1,2,1,5,137,0.0364963503649635,1.791759469228055
DEMO048,演示DEMO048股份有限公司,批发零售,2024,4,5,0,1,5,15,237,0.06329113924050633,2.772588722239781
DEMO049,演示DEMO049股份有限公司,房地产,2020,0,1,0,0,0,1,101,0.009900990099009901,0.6931471805599453
DEMO049,演示DEMO049股份有限公司,房地产,2021,0,0,0,1,1,2,114,0.017543859649122806,1.0986122886681098
DEMO049,演示DEMO049股份有限公司,房地产,2022,4,0,0,1,4,9,198,0.045454545454545456,2.302585092994046
DEMO049,演示DEMO049股份有限公司,房地产,2023,0,0,0,0,1,1,136,0.007352941176470588,0.6931471805599453
DEMO049,演示DEMO049股份有限公司,房地产,2024,1,0,0,3,3,7,146,0.04794520547945205,2.0794415416798357
DEMO050,演示DEMO050股份有限公司,农林牧渔,2020,0,0,0,0,1,1,92,0.010869565217391304,0.6931471805599453
DEMO050,演示DEMO050股份有限公司,农林牧渔,2021,0,0,0,0,0,0,108,0.0,0.0
DEMO050,演示DEMO050股份有限公司,农林牧渔,2022,2,0,0,2,0,4,151,0.026490066225165563,1.6094379124341003
DEMO050,演示DEMO050股份有限公司,农林牧渔,2023,0,0,0,0,0,0,117,0.0,0.0
DEMO050,演示DEMO050股份有限公司,农林牧渔,2024,0,0,1,0,0,1,114,0.008771929824561403,0.6931471805599453
DEMO051,演示DEMO051股份有限公司,信息技术,2020,3,3,2,6,3,17,274,0.06204379562043796,2.8903717578961645
DEMO051,演示DEMO051股份有限公司,信息技术,2021,4,1,2,6,4,17,299,0.056856187290969896,2.8903717578961645
DEMO051,演示DEMO051股份有限公司,信息技术,2022,5,0,0,1,7,13,248,0.05241935483870968,2.6390573296152584
DEMO051,演示DEMO051股份有限公司,信息技术,2023,4,1,1,6,5,17,253,0.06719367588932806,2.8903717578961645
DEMO051,演示DEMO051股份有限公司,信息技术,2024,3,5,3,6,5,22,348,0.06321839080459771,3.1354942159291497
DEMO052,演示DEMO052股份有限公司,制造业,2020,1,1,0,1,1,4,127,0.031496062992125984,1.6094379124341003
DEMO052,演示DEMO052股份有限公司,制造业,2021,1,2,0,0,2,5,205,0.024390243902439025,1.791759469228055
DEMO052,演示DEMO052股份有限公司,制造业,2022,2,1,0,4,0,7,173,0.04046242774566474,2.0794415416798357
DEMO052,演示DEMO052股份有限公司,制造业,2023,0,2,0,0,3,5,185,0.02702702702702703,1.791759469228055
DEMO052,演示DEMO052股份有限公司,制造业,2024,0,2,0,2,0,4,130,0.03076923076923077,1.6094379124341003
DEMO053,演示DEMO053股份有限公司,批发零售,2020,0,0,0,0,0,0,105,0.0,0.0
DEMO053,演示DEMO053股份有限公司,批发零售,2021,0,0,0,1,0,1,87,0.011494252873563218,0.6931471805599453
DEMO053,演示DEMO053股份有限公司,批发零售,2022,1,0,0,1,0,2,108,0.018518518518518517,1.0986122886681098
DEMO053,演示DEMO053股份有限公司,批发零售,2023,2,1,0,3,0,6,140,0.04285714285714286,1.9459101490553132
DEMO053,演示DEMO053股份有限公司,批发零售,2024,0,2,0,1,3,6,141,0.0425531914893617,1.9459101490553132
DEMO054,演示DEMO054股份有限公司,房地产,2020,0,1,1,0,1,3,157,0.01910828025477707,1.3862943611198906
DEMO054,演示DEMO054股份有限公司,房地产,2021,2,0,0,0,1,3,135,0.022222222222222223,1.3862943611198906
DEMO054,演示DEMO054股份有限公司,房地产,2022,3,0,1,0,0,4,108,0.037037037037037035,1.6094379124341003
DEMO054,演示DEMO054股份有限公司,房地产,2023,1,2,0,1,2,6,167,0.03592814371257485,1.9459101490553132
DEMO054,演示DEMO054股份有限公司,房地产,2024,3,0,0,1,3,7,175,0.04,2.0794415416798357
DEMO055,演示DEMO055股份有限公司,农林牧渔,2020,1,0,0,0,0,1,98,0.01020408163265306,0.6931471805599453
DEMO055,演示DEMO055股份有限公司,农林牧渔,2021,1,1,0,0,0,2,136,0.014705882352941176,1.0986122886681098
DEMO055,演示DEMO055股份有限公司,农林牧渔,2022,1,0,0,2,0,3,146,0.02054794520547945,1.3862943611198906
DEMO055,演示DEMO055股份有限公司,农林牧渔,2023,2,0,0,0,0,2,124,0.016129032258064516,1.0986122886681098
DEMO055,演示DEMO055股份有限公司,农林牧渔,2024,2,0,0,1,0,3,128,0.0234375,1.3862943611198906
DEMO056,演示DEMO056股份有限公司,信息技术,2020,2,3,2,3,3,13,218,0.05963302752293578,2.6390573296152584
DEMO056,演示DEMO056股份有限公司,信息技术,2021,6,4,3,2,3,18,294,0.061224489795918366,2.9444389791664403
DEMO056,演示DEMO056股份有限公司,信息技术,2022,6,4,2,5,2,19,297,0.06397306397306397,2.995732273553991
DEMO056,演示DEMO056股份有限公司,信息技术,2023,4,4,5,6,3,22,301,0.07308970099667775,3.1354942159291497
DEMO056,演示DEMO056股份有限公司,信息技术,2024,1,5,1,6,7,20,335,0.05970149253731343,3.044522437723423
DEMO057,演示DEMO057股份有限公司,制造业,2020,2,0,0,2,0,4,122,0.03278688524590164,1.6094379124341003
DEMO057,演示DEMO057股份有限公司,制造业,2021,3,0,0,0,0,3,147,0.02040816326530612,1.3862943611198906
DEMO057,演示DEMO057股份有限公司,制造业,2022,2,3,0,1,3,9,192,0.046875,2.302585092994046
DEMO057,演示DEMO057股份有限公司,制造业,2023,0,2,0,1,0,3,132,0.022727272727272728,1.3862943611198906
DEMO057,演示DEMO057股份有限公司,制造业,2024,1,1,0,0,1,3,153,0.0196078431372549,1.3862943611198906
DEMO058,演示DEMO058股份有限公司,批发零售,2020,0,0,0,0,1,1,77,0.012987012987012988,0.6931471805599453
DEMO058,演示DEMO058股份有限公司,批发零售,2021,1,0,0,1,1,3,110,0.02727272727272727,1.3862943611198906
DEMO058,演示DEMO058股份有限公司,批发零售,2022,0,0,1,1,2,4,132,0.030303030303030304,1.6094379124341003
DEMO058,演示DEMO058股份有限公司,批发零售,2023,1,1,2,0,3,7,159,0.0440251572327044,2.0794415416798357
DEMO058,演示DEMO058股份有限公司,批发零售,2024,0,1,2,1,1,5,166,0.030120481927710843,1.791759469228055
DEMO059,演示DEMO059股份有限公司,房地产,2020,1,2,2,1,2,8,131,0.061068702290076333,2.1972245773362196
DEMO059,演示DEMO059股份有限公司,房地产,2021,2,0,0,1,0,3,158,0.0189873417721519,1.3862943611198906
DEMO059,演示DEMO059股份有限公司,房地产,2022,3,1,1,1,1,7,158,0.04430379746835443,2.0794415416798357
DEMO059,演示DEMO059股份有限公司,房地产,2023,1,1,0,0,0,2,126,0.015873015873015872,1.0986122886681098
DEMO059,演示DEMO059股份有限公司,房地产,2024,2,1,1,0,0,4,127,0.031496062992125984,1.6094379124341003
DEMO060,演示DEMO060股份有限公司,农林牧渔,2020,0,0,0,1,0,1,76,0.013157894736842105,0.6931471805599453
DEMO060,演示DEMO060股份有限公司,农林牧渔,2021,0,0,0,1,1,2,104,0.019230769230769232,1.0986122886681098
DEMO060,演示DEMO060股份有限公司,农林牧渔,2022,1,0,0,1,1,3,125,0.024,1.3862943611198906
DEMO060,演示DEMO060股份有限公司,农林牧渔,2023,0,1,1,3,1,6,132,0.045454545454545456,1.9459101490553132
DEMO060,演示DEMO060股份有限公司,农林牧渔,2024,0,0,0,2,0,2,121,0.01652892561983471,1.0986122886681098
