stock_code,firm_name,industry,year,report_type,text_len,source_note
DEMO047,演示DEMO047股份有限公司,制造业,2022,年度报告,565,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO047,演示DEMO047股份有限公司,制造业,2023,年度报告,618,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO047,演示DEMO047股份有限公司,制造业,2024,年度报告,650,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO048,演示DEMO048股份有限公司,批发零售,2020,年度报告,566,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO048,演示DEMO048股份有限公司,批发零售,2021,年度报告,666,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO048,演示DEMO048股份有限公司,批发零售,2022,年度报告,750,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO048,演示DEMO048股份有限公司,批发零售,2023,年度报告,471,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO048,演示DEMO048股份有限公司,批发零售,2024,年度报告,797,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO049,演示DEMO049股份有限公司,房地产,2020,年度报告,417,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO049,演示DEMO049股份有限公司,房地产,2021,年度报告,430,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO049,演示DEMO049股份有限公司,房地产,2022,年度报告,684,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO049,演示DEMO049股份有限公司,房地产,2023,年度报告,447,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO049,演示DEMO049股份有限公司,房地产,2024,年度报告,517,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO050,演示DEMO050股份有限公司,农林牧渔,2020,年度报告,315,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO050,演示DEMO050股份有限公司,农林牧渔,2021,年度报告,397,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO050,演示DEMO050股份有限公司,农林牧渔,2022,年度报告,567,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO050,演示DEMO050股份有限公司,农林牧渔,2023,年度报告,414,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO050,演示DEMO050股份有限公司,农林牧渔,2024,年度报告,411,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO051,演示DEMO051股份有限公司,信息技术,2020,年度报告,923,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO051,演示DEMO051股份有限公司,信息技术,2021,年度报告,1002,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO051,演示DEMO051股份有限公司,信息技术,2022,年度报告,847,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO051,演示DEMO051股份有限公司,信息技术,2023,年度报告,874,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO051,演示DEMO051股份有限公司,信息技术,2024,年度报告,1149,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO052,演示DEMO052股份有限公司,制造业,2020,年度报告,448,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO052,演示DEMO052股份有限公司,制造业,2021,年度报告,685,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO052,演示DEMO052股份有限公司,制造业,2022,年度报告,641,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO052,演示DEMO052股份有限公司,制造业,2023,年度报告,617,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO052,演示DEMO052股份有限公司,制造业,2024,年度报告,448,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO053,演示DEMO053股份有限公司,批发零售,2020,年度报告,359,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO053,演示DEMO053股份有限公司,批发零售,2021,年度报告,318,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO053,演示DEMO053股份有限公司,批发零售,2022,年度报告,383,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO053,演示DEMO053股份有限公司,批发零售,2023,年度报告,469,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO053,演示DEMO053股份有限公司,批发零售,2024,年度报告,509,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO054,演示DEMO054股份有限公司,房地产,2020,年度报告,539,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO054,演示DEMO054股份有限公司,房地产,2021,年度报告,462,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO054,演示DEMO054股份有限公司,房地产,2022,年度报告,407,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO054,演示DEMO054股份有限公司,房地产,2023,年度报告,571,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO054,演示DEMO054股份有限公司,房地产,2024,年度报告,599,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO055,演示DEMO055股份有限公司,农林牧渔,2020,年度报告,390,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO055,演示DEMO055股份有限公司,农林牧渔,2021,年度报告,502,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO055,演示DEMO055股份有限公司,农林牧渔,2022,年度报告,535,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO055,演示DEMO055股份有限公司,农林牧渔,2023,年度报告,464,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO055,演示DEMO055股份有限公司,农林牧渔,2024,年度报告,429,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO056,演示DEMO056股份有限公司,信息技术,2020,年度报告,774,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO056,演示DEMO056股份有限公司,信息技术,2021,年度报告,921,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO056,演示DEMO056股份有限公司,信息技术,2022,年度报告,959,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO056,演示DEMO056股份有限公司,信息技术,2023,年度报告,992,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO056,演示DEMO056股份有限公司,信息技术,2024,年度报告,1118,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO057,演示DEMO057股份有限公司,制造业,2020,年度报告,438,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO057,演示DEMO057股份有限公司,制造业,2021,年度报告,545,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO057,演示DEMO057股份有限公司,制造业,2022,年度报告,657,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO057,演示DEMO057股份有限公司,制造业,2023,年度报告,531,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO057,演示DEMO057股份有限公司,制造业,2024,年度报告,531,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO058,演示DEMO058股份有限公司,批发零售,2020,年度报告,310,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO058,演示DEMO058股份有限公司,批发零售,2021,年度报告,385,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO058,演示DEMO058股份有限公司,批发零售,2022,年度报告,522,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO058,演示DEMO058股份有限公司,批发零售,2023,年度报告,548,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO058,演示DEMO058股份有限公司,批发零售,2024,年度报告,552,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO059,演示DEMO059股份有限公司,房地产,2020,年度报告,503,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO059,演示DEMO059股份有限公司,房地产,2021,年度报告,566,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO059,演示DEMO059股份有限公司,房地产,2022,年度报告,558,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO059,演示DEMO059股份有限公司,房地产,2023,年度报告,485,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO059,演示DEMO059股份有限公司,房地产,2024,年度报告,484,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO060,演示DEMO060股份有限公司,农林牧渔,2020,年度报告,351,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO060,演示DEMO060股份有限公司,农林牧渔,2021,年度报告,380,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO060,演示DEMO060股份有限公司,农林牧渔,2022,年度报告,441,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO060,演示DEMO060股份有限公司,农林牧渔,2023,年度报告,485,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO060,演示DEMO060股份有限公司,农林牧渔,2024,年度报告,435,脚本生成演示语料(step0_make_demo_corpus.py)
